id,customer_email,film_title,rental_date,return_date,staff_id,status
3193,CHRISTY.VARGAS@email.com,PRIMARY GLASS,2005-06-20T22:52:30.000Z,2005-06-22T20:21:30.000Z,1,borrowed
3202,PRISCILLA.LOWE@email.com,MOSQUITO ARMAGEDDON,2005-06-20T23:33:47.000Z,2005-06-24T03:05:47.000Z,2,delayed
3203,VERONICA.STONE@email.com,BRIGHT ENCOUNTERS,2005-06-20T23:34:56.000Z,2005-06-29T22:30:56.000Z,1,lost
3217,DARRELL.POWER@email.com,DIARY PANIC,2005-06-21T00:28:12.000Z,2005-06-25T01:51:12.000Z,2,delayed
3223,JAMES.GANNON@email.com,DINOSAUR SECRETARY,2005-06-21T01:06:45.000Z,2005-06-22T06:16:45.000Z,2,delayed
3241,MARC.OUTLAW@email.com,FINDING ANACONDA,2005-06-21T01:54:32.000Z,2005-06-26T20:56:32.000Z,2,lost
3278,DWAYNE.OLVERA@email.com,NETWORK PEAK,2005-06-21T04:41:30.000Z,2005-06-22T02:43:30.000Z,1,lost
3284,MARY.SMITH@email.com,YOUTH KICK,2005-06-21T05:24:45.000Z,2005-06-28T02:28:45.000Z,1,delayed
3286,CLIFTON.MALCOLM@email.com,CLUELESS BUCKET,2005-06-21T05:31:29.000Z,2005-06-24T23:46:29.000Z,2,borrowed
3287,JOAN.COOPER@email.com,WATCH TRACY,2005-06-21T05:32:39.000Z,2005-06-24T08:29:39.000Z,2,returned
3302,EDUARDO.HIATT@email.com,CARRIE BUNCH,2005-06-21T06:33:40.000Z,2005-06-29T05:02:40.000Z,1,lost
3310,JOHNNY.TURPIN@email.com,GRAFFITI LOVE,2005-06-21T07:04:51.000Z,2005-06-22T03:20:51.000Z,2,returned
3322,LLOYD.DOWD@email.com,VIETNAM SMOOCHY,2005-06-21T07:42:37.000Z,2005-06-22T12:17:37.000Z,1,returned
3325,ROBERTA.HARPER@email.com,GRAIL FRANKENSTEIN,2005-06-21T07:51:44.000Z,2005-06-27T05:16:44.000Z,1,delayed
3362,ALEX.GRESHAM@email.com,ENEMY ODDS,2005-06-21T11:19:54.000Z,2005-06-23T05:59:54.000Z,2,lost
3384,LOIS.BUTLER@email.com,BOULEVARD MOB,2005-06-21T13:07:35.000Z,2005-06-26T15:34:35.000Z,1,borrowed
3402,BRITTANY.RILEY@email.com,CELEBRITY HORN,2005-06-21T14:54:37.000Z,2005-06-30T12:43:37.000Z,1,borrowed
3433,ALLISON.STANLEY@email.com,DOLLS RAGE,2005-06-21T18:07:19.000Z,2005-06-29T17:01:19.000Z,2,delayed
3440,RICK.MATTOX@email.com,CRANES RESERVOIR,2005-06-21T18:58:18.000Z,2005-06-27T21:08:18.000Z,1,returned
3452,MAE.FLETCHER@email.com,MINE TITANS,2005-06-21T20:11:27.000Z,2005-06-24T15:31:27.000Z,1,delayed
3469,ANA.BRADLEY@email.com,TIMBERLAND SKY,2005-06-21T21:48:59.000Z,2005-06-28T18:32:59.000Z,1,borrowed
3493,ERICA.MATTHEWS@email.com,BUGSY SONG,2005-07-05T22:46:19.000Z,2005-07-15T01:31:19.000Z,1,delayed
3500,AMY.LOPEZ@email.com,LOUISIANA HARRY,2005-07-05T23:11:13.000Z,2005-07-13T18:01:13.000Z,2,lost
3012,TERRI.VASQUEZ@email.com,FATAL HAUNTED,2005-06-20T09:43:13.000Z,2005-06-28T09:07:13.000Z,2,borrowed
3054,JASON.MORRISSEY@email.com,NEIGHBORS CHARADE,2005-06-20T12:16:41.000Z,2005-06-28T12:45:41.000Z,2,returned
3076,EDNA.WEST@email.com,EXPRESS LONELY,2005-06-20T14:01:19.000Z,2005-06-28T15:53:19.000Z,2,lost
3094,GRACE.ELLIS@email.com,HYDE DOCTOR,2005-06-20T15:06:51.000Z,2005-06-24T12:23:51.000Z,1,returned
3154,GUY.BROWNLEE@email.com,PULP BEVERLY,2005-06-20T19:44:40.000Z,2005-06-23T18:10:40.000Z,1,borrowed
3155,JAY.ROBB@email.com,BROTHERHOOD BLANKET,2005-06-20T20:02:38.000Z,2005-06-27T18:34:38.000Z,1,borrowed
3159,CRAIG.MORRELL@email.com,AIRPLANE SIERRA,2005-06-20T20:11:50.000Z,2005-06-29T18:35:50.000Z,2,delayed
3194,EDWIN.BURK@email.com,HANOVER GALAXY,2005-06-20T22:59:57.000Z,2005-06-24T18:21:57.000Z,1,returned
3225,MIGUEL.BETANCOURT@email.com,DESTINATION JERK,2005-06-21T01:16:55.000Z,2005-06-27T04:39:55.000Z,2,lost
3257,HILDA.HOPKINS@email.com,SUNSET RACER,2005-06-21T02:47:19.000Z,2005-06-28T00:24:19.000Z,2,returned
3265,RANDALL.NEUMANN@email.com,SIDE ARK,2005-06-21T03:23:13.000Z,2005-06-28T02:37:13.000Z,1,lost
3271,ALMA.AUSTIN@email.com,TROJAN TOMORROW,2005-06-21T04:16:10.000Z,2005-06-27T09:46:10.000Z,1,lost
3289,WENDY.HARRISON@email.com,JET NEIGHBORS,2005-06-21T05:41:48.000Z,2005-06-29T23:54:48.000Z,1,borrowed
3341,KENT.ARSENAULT@email.com,JACKET FRISCO,2005-06-21T09:37:25.000Z,2005-06-26T14:38:25.000Z,1,delayed
3348,SANDRA.MARTIN@email.com,OUTBREAK DIVINE,2005-06-21T10:16:42.000Z,2005-06-27T12:50:42.000Z,2,returned
3364,VICKI.FIELDS@email.com,LADY STAGE,2005-06-21T11:37:46.000Z,2005-06-28T06:18:46.000Z,2,borrowed
3372,ARTHUR.SIMPKINS@email.com,TRAMP OTHERS,2005-06-21T12:34:19.000Z,2005-06-27T07:41:19.000Z,2,borrowed
3389,JOHNNY.TURPIN@email.com,CLOSER BANG,2005-06-21T13:37:55.000Z,2005-06-28T17:13:55.000Z,1,delayed
3391,JANET.PHILLIPS@email.com,AGENT TRUMAN,2005-06-21T14:11:02.000Z,2005-06-25T13:12:02.000Z,1,borrowed
3415,MARCUS.HIDALGO@email.com,SEARCHERS WAIT,2005-06-21T15:59:49.000Z,2005-06-27T16:19:49.000Z,1,delayed
3416,IRENE.PRICE@email.com,EARTH VISION,2005-06-21T16:05:29.000Z,2005-06-23T16:58:29.000Z,2,returned
3441,JOSE.ANDREW@email.com,NORTH TEQUILA,2005-06-21T19:00:12.000Z,2005-06-23T23:24:12.000Z,2,delayed
3443,HOWARD.FORTNER@email.com,GILMORE BOILED,2005-06-21T19:19:00.000Z,2005-06-30T14:39:00.000Z,1,returned
3475,SUSAN.WILSON@email.com,JACKET FRISCO,2005-07-05T22:01:21.000Z,2005-07-13T22:07:21.000Z,2,lost
3476,SAM.MCDUFFIE@email.com,PAST SUICIDES,2005-07-05T22:02:37.000Z,2005-07-10T21:17:37.000Z,2,delayed
3491,LEE.HAWKS@email.com,HANOVER GALAXY,2005-07-05T22:41:08.000Z,2005-07-13T20:53:08.000Z,1,delayed
3022,LEO.EBERT@email.com,SONG HEDWIG,2005-06-20T10:17:20.000Z,2005-06-26T12:15:20.000Z,2,lost
3029,EDWARD.BAUGH@email.com,BINGO TALENTED,2005-06-20T10:51:30.000Z,2005-06-25T15:42:30.000Z,1,returned
3047,KAREN.JACKSON@email.com,CHANCE RESURRECTION,2005-06-20T11:45:33.000Z,2005-06-29T12:09:33.000Z,2,lost
3113,BRAD.MCCURDY@email.com,SHOOTIST SUPERFLY,2005-06-20T16:56:40.000Z,2005-06-23T13:45:40.000Z,1,borrowed
3116,TRACY.COLE@email.com,BEAUTY GREASE,2005-06-20T17:04:55.000Z,2005-06-21T11:12:55.000Z,2,lost
3118,ETHEL.WEBB@email.com,ELIZABETH SHANE,2005-06-20T17:05:57.000Z,2005-06-23T22:01:57.000Z,1,lost
3122,WANDA.PATTERSON@email.com,MOONSHINE CABIN,2005-06-20T17:25:57.000Z,2005-06-29T15:08:57.000Z,1,returned
3136,HOWARD.FORTNER@email.com,ROBBERS JOON,2005-06-20T18:39:08.000Z,2005-06-22T22:35:08.000Z,2,returned
3147,SHAWN.HEATON@email.com,CHAMBER ITALIAN,2005-06-20T19:25:17.000Z,2005-06-28T19:22:17.000Z,2,lost
3151,JANE.BENNETT@email.com,PAJAMA JAWBREAKER,2005-06-20T19:36:53.000Z,2005-06-25T17:56:53.000Z,1,borrowed
3172,BRENDA.WRIGHT@email.com,GRIT CLOCKWORK,2005-06-20T21:19:25.000Z,2005-06-24T16:18:25.000Z,2,lost
3173,ANNA.HILL@email.com,VELVET TERMINATOR,2005-06-20T21:21:10.000Z,2005-06-27T18:41:10.000Z,2,lost
3183,CARRIE.PORTER@email.com,WASH HEAVENLY,2005-06-20T21:55:55.000Z,2005-06-23T16:22:55.000Z,1,borrowed
3216,CHRISTIAN.JUNG@email.com,CLONES PINOCCHIO,2005-06-21T00:19:37.000Z,2005-06-29T05:45:37.000Z,2,delayed
3222,RUBEN.GEARY@email.com,TARZAN VIDEOTAPE,2005-06-21T00:50:29.000Z,2005-06-26T23:52:29.000Z,2,returned
3254,GREG.ROBINS@email.com,STORY SIDE,2005-06-21T02:27:10.000Z,2005-06-22T21:01:10.000Z,2,returned
3275,HARRY.ARCE@email.com,KWAI HOMEWARD,2005-06-21T04:33:04.000Z,2005-06-29T23:37:04.000Z,2,lost
3301,MARCUS.HIDALGO@email.com,CALENDAR GUNFIGHT,2005-06-21T06:32:25.000Z,2005-06-28T05:26:25.000Z,2,borrowed
3321,CLARA.SHAW@email.com,GREEK EVERYONE,2005-06-21T07:33:26.000Z,2005-06-24T09:09:26.000Z,2,borrowed
3337,BRIAN.WYMAN@email.com,DUFFEL APOCALYPSE,2005-06-21T09:24:35.000Z,2005-06-22T12:51:35.000Z,1,borrowed
3338,DOLORES.WAGNER@email.com,IMPOSSIBLE PREJUDICE,2005-06-21T09:27:31.000Z,2005-06-30T13:15:31.000Z,2,returned
3360,GENE.SANBORN@email.com,MYSTIC TRUMAN,2005-06-21T11:12:41.000Z,2005-06-26T05:32:41.000Z,1,lost
3361,NINA.SOTO@email.com,MOCKINGBIRD HOLLYWOOD,2005-06-21T11:14:23.000Z,2005-06-26T09:01:23.000Z,2,borrowed
3377,HERBERT.KRUGER@email.com,HARPER DYING,2005-06-21T12:51:12.000Z,2005-06-22T17:16:12.000Z,1,delayed
3395,JANICE.WARD@email.com,SOUTH WAIT,2005-06-21T14:19:19.000Z,2005-06-29T13:23:19.000Z,2,borrowed
3407,DOUGLAS.GRAF@email.com,STREAK RIDGEMONT,2005-06-21T15:14:02.000Z,2005-06-24T14:38:02.000Z,2,delayed
3422,VICKIE.BREWER@email.com,MOONWALKER FOOL,2005-06-21T16:24:40.000Z,2005-06-29T12:59:40.000Z,2,returned
3429,AUSTIN.CINTRON@email.com,BROOKLYN DESERT,2005-06-21T17:46:05.000Z,2005-06-30T16:28:05.000Z,1,delayed
3435,KENT.ARSENAULT@email.com,BROOKLYN DESERT,2005-06-21T18:14:58.000Z,2005-06-24T18:58:58.000Z,1,borrowed
3454,JARED.ELY@email.com,PARTY KNOCK,2005-06-21T20:12:13.000Z,2005-06-25T22:23:13.000Z,1,delayed
3484,GRACE.ELLIS@email.com,HOLES BRANNIGAN,2005-07-05T22:23:11.000Z,2005-07-10T23:27:11.000Z,2,borrowed
3570,JAY.ROBB@email.com,ENTRAPMENT SATISFACTION,2005-07-06T02:23:43.000Z,2005-07-14T06:28:43.000Z,2,borrowed
3524,BONNIE.HUGHES@email.com,GHOSTBUSTERS ELF,2005-07-06T00:01:51.000Z,2005-07-11T18:52:51.000Z,2,lost
3591,HEATHER.MORRIS@email.com,EGG IGBY,2005-07-06T03:37:10.000Z,2005-07-09T22:32:10.000Z,1,delayed
3593,LORI.WOOD@email.com,CHANCE RESURRECTION,2005-07-06T03:39:52.000Z,2005-07-11T22:20:52.000Z,2,delayed
3596,CHAD.CARBONE@email.com,CELEBRITY HORN,2005-07-06T04:03:11.000Z,2005-07-07T04:30:11.000Z,2,delayed
3644,MIKE.WAY@email.com,VELVET TERMINATOR,2005-07-06T06:20:11.000Z,2005-07-11T09:26:11.000Z,2,returned
3658,TERRY.CARLSON@email.com,SAGEBRUSH CLUELESS,2005-07-06T07:01:08.000Z,2005-07-15T05:36:08.000Z,1,borrowed
3679,KURT.EMMONS@email.com,ITALIAN AFRICAN,2005-07-06T08:15:57.000Z,2005-07-08T02:20:57.000Z,1,returned
3691,LEWIS.LYMAN@email.com,HOLIDAY GAMES,2005-07-06T08:46:12.000Z,2005-07-07T13:08:12.000Z,1,returned
3735,CHRISTIAN.JUNG@email.com,JUGGLER HARDLY,2005-07-06T10:42:04.000Z,2005-07-12T13:33:04.000Z,2,returned
3756,ANTHONY.SCHWAB@email.com,AGENT TRUMAN,2005-07-06T11:40:38.000Z,2005-07-11T08:29:38.000Z,1,delayed
3768,BYRON.BOX@email.com,SWARM GOLD,2005-07-06T12:07:30.000Z,2005-07-09T15:26:30.000Z,2,borrowed
3778,THELMA.MURRAY@email.com,ISLAND EXORCIST,2005-07-06T12:44:48.000Z,2005-07-13T08:31:48.000Z,2,delayed
3794,MARC.OUTLAW@email.com,CAT CONEHEADS,2005-07-06T13:35:26.000Z,2005-07-11T13:40:26.000Z,2,delayed
3798,ZACHARY.HITE@email.com,HOLLYWOOD ANONYMOUS,2005-07-06T13:57:53.000Z,2005-07-07T09:48:53.000Z,2,returned
3808,GEORGE.LINTON@email.com,VIRGINIAN PLUTO,2005-07-06T14:15:35.000Z,2005-07-07T15:10:35.000Z,1,returned
3819,DENISE.KELLY@email.com,HAMLET WISDOM,2005-07-06T14:35:06.000Z,2005-07-14T18:08:06.000Z,1,lost
3901,KEVIN.SCHULER@email.com,ROCKETEER MOTHER,2005-07-06T18:24:55.000Z,2005-07-14T19:30:55.000Z,2,delayed
3926,REGINALD.KINDER@email.com,UNDEFEATED DALMATIONS,2005-07-06T19:42:35.000Z,2005-07-09T15:30:35.000Z,2,delayed
3933,TAMARA.NGUYEN@email.com,EAGLES PANKY,2005-07-06T20:06:37.000Z,2005-07-08T19:23:37.000Z,1,borrowed
3963,CARMEN.OWENS@email.com,STRANGERS GRAFFITI,2005-07-06T21:19:17.000Z,2005-07-15T00:22:17.000Z,2,returned
3967,BRENDA.WRIGHT@email.com,MAIDEN HOME,2005-07-06T21:45:10.000Z,2005-07-09T22:54:10.000Z,2,delayed
3980,PEDRO.CHESTNUT@email.com,HARPER DYING,2005-07-06T22:11:11.000Z,2005-07-14T17:22:11.000Z,1,lost
3983,JENNIFER.DAVIS@email.com,EMPIRE MALKOVICH,2005-07-06T22:14:21.000Z,2005-07-12T16:55:21.000Z,2,lost
3528,VICKI.FIELDS@email.com,HOME PITY,2005-07-06T00:13:27.000Z,2005-07-06T22:45:27.000Z,2,lost
3533,TERRI.VASQUEZ@email.com,HUNTER ALTER,2005-07-06T00:26:44.000Z,2005-07-14T20:37:44.000Z,1,returned
3554,TED.BREAUX@email.com,CONFESSIONS MAGUIRE,2005-07-06T01:37:10.000Z,2005-07-09T00:58:10.000Z,1,delayed
3573,JANICE.WARD@email.com,APACHE DIVINE,2005-07-06T02:33:48.000Z,2005-07-07T21:39:48.000Z,1,borrowed
3599,CLIFTON.MALCOLM@email.com,REBEL AIRPORT,2005-07-06T04:16:36.000Z,2005-07-13T06:14:36.000Z,2,returned
3637,RUSSELL.BRINSON@email.com,STAGE WORLD,2005-07-06T06:06:31.000Z,2005-07-10T01:11:31.000Z,2,returned
3656,GEORGE.LINTON@email.com,WRATH MILE,2005-07-06T06:55:22.000Z,2005-07-13T09:36:22.000Z,2,lost
3657,CINDY.FISHER@email.com,TOURIST PELICAN,2005-07-06T06:55:30.000Z,2005-07-11T06:18:30.000Z,1,lost
3676,RHONDA.KENNEDY@email.com,HONEY TIES,2005-07-06T08:10:37.000Z,2005-07-14T07:24:37.000Z,1,borrowed
3689,CARRIE.PORTER@email.com,PRIDE ALAMO,2005-07-06T08:43:01.000Z,2005-07-11T08:57:01.000Z,1,returned
3717,AUDREY.RAY@email.com,GOLDFINGER SENSIBILITY,2005-07-06T09:53:34.000Z,2005-07-07T12:43:34.000Z,2,borrowed
3746,KYLE.SPURLOCK@email.com,ROOM ROMAN,2005-07-06T11:10:51.000Z,2005-07-07T10:36:51.000Z,2,returned
3830,DANIEL.CABRAL@email.com,CARIBBEAN LIBERTY,2005-07-06T15:01:16.000Z,2005-07-15T18:35:16.000Z,2,returned
3831,TERRI.VASQUEZ@email.com,EXPENDABLE STALLION,2005-07-06T15:06:35.000Z,2005-07-08T14:14:35.000Z,2,borrowed
3847,TERRI.VASQUEZ@email.com,COMMAND DARLING,2005-07-06T15:44:41.000Z,2005-07-07T20:54:41.000Z,2,lost
3874,RHONDA.KENNEDY@email.com,HEAD STRANGER,2005-07-06T17:06:12.000Z,2005-07-12T15:55:12.000Z,1,returned
3885,JENNY.CASTRO@email.com,HANDICAP BOONDOCK,2005-07-06T17:43:43.000Z,2005-07-12T18:48:43.000Z,2,borrowed
3896,CHRISTOPHER.GRECO@email.com,GRINCH MASSAGE,2005-07-06T18:09:15.000Z,2005-07-15T23:52:15.000Z,2,delayed
3905,KARL.SEAL@email.com,SPY MILE,2005-07-06T18:33:34.000Z,2005-07-15T16:55:34.000Z,1,borrowed
3908,VICTORIA.GIBSON@email.com,SUPER WYOMING,2005-07-06T18:47:26.000Z,2005-07-13T18:59:26.000Z,1,returned
3954,JIMMIE.EGGLESTON@email.com,UNFORGIVEN ZOOLANDER,2005-07-06T20:57:44.000Z,2005-07-08T01:37:44.000Z,2,returned
3958,BOBBIE.CRAIG@email.com,TOMORROW HUSTLER,2005-07-06T21:07:33.000Z,2005-07-10T18:31:33.000Z,2,borrowed
3960,EDUARDO.HIATT@email.com,IMAGE PRINCESS,2005-07-06T21:08:53.000Z,2005-07-07T22:21:53.000Z,2,lost
3989,GINA.WILLIAMSON@email.com,LEGALLY SECRETARY,2005-07-06T22:30:54.000Z,2005-07-12T00:28:54.000Z,1,borrowed
4002,THOMAS.GRIGSBY@email.com,MUSSOLINI SPOILERS,2005-07-06T23:08:18.000Z,2005-07-14T00:29:18.000Z,2,borrowed
3507,COREY.HAUSER@email.com,ARACHNOPHOBIA ROLLERCOASTER,2005-07-05T23:23:43.000Z,2005-07-15T03:19:43.000Z,1,returned
3515,MONICA.HICKS@email.com,QUEST MUSSOLINI,2005-07-05T23:48:55.000Z,2005-07-08T23:15:55.000Z,1,borrowed
3514,FERNANDO.CHURCHILL@email.com,WRATH MILE,2005-07-05T23:46:54.000Z,2005-07-09T04:47:54.000Z,1,delayed
3532,NAOMI.JENNINGS@email.com,MILLION ACE,2005-07-06T00:24:38.000Z,2005-07-11T05:42:38.000Z,2,borrowed
3534,FELICIA.SUTTON@email.com,HYSTERICAL GRAIL,2005-07-06T00:32:27.000Z,2005-07-08T22:14:27.000Z,1,borrowed
3538,ALLISON.STANLEY@email.com,VOYAGE LEGALLY,2005-07-06T00:37:07.000Z,2005-07-11T05:02:07.000Z,2,borrowed
3547,MINNIE.ROMERO@email.com,MOTHER OLEANDER,2005-07-06T01:18:06.000Z,2005-07-08T04:24:06.000Z,1,returned
3560,TERRANCE.ROUSH@email.com,CRUSADE HONEY,2005-07-06T01:51:37.000Z,2005-07-10T00:35:37.000Z,2,returned
3589,RHONDA.KENNEDY@email.com,SOMETHING DUCK,2005-07-06T03:30:18.000Z,2005-07-10T08:18:18.000Z,1,delayed
3602,ROBIN.HAYES@email.com,JADE BUNCH,2005-07-06T04:23:10.000Z,2005-07-15T02:22:10.000Z,2,lost
3619,KARL.SEAL@email.com,ROBBERY BRIGHT,2005-07-06T04:59:44.000Z,2005-07-11T07:58:44.000Z,2,borrowed
3622,ALEX.GRESHAM@email.com,SATURDAY LAMBS,2005-07-06T05:05:04.000Z,2005-07-12T02:14:04.000Z,2,borrowed
3623,MARILYN.ROSS@email.com,BREAKFAST GOLDFINGER,2005-07-06T05:05:23.000Z,2005-07-07T04:59:23.000Z,1,delayed
3627,JASON.MORRISSEY@email.com,DOOM DANCING,2005-07-06T05:19:25.000Z,2005-07-11T04:53:25.000Z,1,lost
3643,JUNE.CARROLL@email.com,COWBOY DOOM,2005-07-06T06:20:08.000Z,2005-07-11T06:01:08.000Z,1,returned
3659,SCOTT.SHELLEY@email.com,JUMPING WRATH,2005-07-06T07:03:14.000Z,2005-07-12T08:50:14.000Z,1,lost
3674,EVERETT.BANDA@email.com,SLEEPY JAPANESE,2005-07-06T08:03:13.000Z,2005-07-13T07:43:13.000Z,1,delayed
3680,KATHRYN.COLEMAN@email.com,LORD ARIZONA,2005-07-06T08:16:10.000Z,2005-07-08T06:52:10.000Z,2,delayed
3681,SHELLY.WATTS@email.com,RIGHT CRANES,2005-07-06T08:19:30.000Z,2005-07-11T08:40:30.000Z,1,borrowed
3725,ELLEN.SIMPSON@email.com,MUSKETEERS WAIT,2005-07-06T10:15:04.000Z,2005-07-09T05:39:04.000Z,1,lost
3729,RUBY.WASHINGTON@email.com,POTTER CONNECTICUT,2005-07-06T10:30:29.000Z,2005-07-12T06:18:29.000Z,1,delayed
3741,SALVADOR.TEEL@email.com,FIREBALL PHILADELPHIA,2005-07-06T11:00:18.000Z,2005-07-12T08:02:18.000Z,2,lost
3762,MARVIN.YEE@email.com,HOLLOW JEOPARDY,2005-07-06T11:52:49.000Z,2005-07-12T10:41:49.000Z,1,returned
3764,GORDON.ALLARD@email.com,PIZZA JUMANJI,2005-07-06T12:01:03.000Z,2005-07-13T14:26:03.000Z,1,delayed
3785,CLIFTON.MALCOLM@email.com,REIGN GENTLEMEN,2005-07-06T13:00:13.000Z,2005-07-14T09:13:13.000Z,2,delayed
3795,SUZANNE.NICHOLS@email.com,BANGER PINOCCHIO,2005-07-06T13:37:41.000Z,2005-07-11T19:27:41.000Z,2,lost
3827,STEPHANIE.MITCHELL@email.com,IDENTITY LOVER,2005-07-06T14:52:03.000Z,2005-07-08T20:43:03.000Z,2,borrowed
3868,JEFFERY.PINSON@email.com,GASLIGHT CRUSADE,2005-07-06T16:54:13.000Z,2005-07-10T13:51:13.000Z,1,delayed
3884,ELLA.OLIVER@email.com,HALL CASSIDY,2005-07-06T17:41:33.000Z,2005-07-07T21:06:33.000Z,1,lost
3889,MORRIS.MCCARTER@email.com,HOURS RAGE,2005-07-06T17:56:25.000Z,2005-07-08T20:22:25.000Z,2,delayed
3957,VINCENT.RALSTON@email.com,BRIGHT ENCOUNTERS,2005-07-06T21:05:47.000Z,2005-07-16T00:08:47.000Z,1,lost
3986,THELMA.MURRAY@email.com,SOLDIERS EVOLUTION,2005-07-06T22:25:13.000Z,2005-07-09T20:26:13.000Z,2,borrowed
3521,PATSY.DAVIDSON@email.com,FINDING ANACONDA,2005-07-06T00:00:11.000Z,2005-07-11T18:15:11.000Z,2,lost
3523,NELSON.CHRISTENSON@email.com,INVASION CYCLONE,2005-07-06T00:01:38.000Z,2005-07-10T19:24:38.000Z,2,returned
3527,ALAN.KAHN@email.com,WORLD LEATHERNECKS,2005-07-06T00:11:08.000Z,2005-07-08T00:21:08.000Z,1,delayed
3539,MARCUS.HIDALGO@email.com,TIGHTS DAWN,2005-07-06T00:39:08.000Z,2005-07-07T04:38:08.000Z,1,borrowed
3540,ANNIE.RUSSELL@email.com,ENOUGH RAGING,2005-07-06T00:47:20.000Z,2005-07-08T22:48:20.000Z,2,returned
3563,ELLA.OLIVER@email.com,UPRISING UPTOWN,2005-07-06T01:57:01.000Z,2005-07-14T01:25:01.000Z,2,lost
3568,FELICIA.SUTTON@email.com,IGBY MAKER,2005-07-06T02:11:57.000Z,2005-07-15T02:14:57.000Z,1,lost
3576,COLLEEN.BURTON@email.com,BILL OTHERS,2005-07-06T02:40:01.000Z,2005-07-15T06:22:01.000Z,1,lost
3581,JACKIE.LYNCH@email.com,WONKA SEA,2005-07-06T02:57:35.000Z,2005-07-07T07:07:35.000Z,2,returned
3582,SHERRI.RHODES@email.com,HAWK CHILL,2005-07-06T03:10:35.000Z,2005-07-11T00:29:35.000Z,2,lost
3592,VELMA.LUCAS@email.com,ENCOUNTERS CURTAIN,2005-07-06T03:38:50.000Z,2005-07-15T05:36:50.000Z,2,lost
3601,EILEEN.CARR@email.com,NATIONAL STORY,2005-07-06T04:20:25.000Z,2005-07-15T02:13:25.000Z,1,delayed
3655,BRENT.HARKINS@email.com,FRIDA SLIPPER,2005-07-06T06:52:54.000Z,2005-07-15T09:49:54.000Z,2,returned
3677,ELIZABETH.BROWN@email.com,CENTER DINOSAUR,2005-07-06T08:11:58.000Z,2005-07-08T09:50:58.000Z,2,borrowed
3683,CHRISTINE.ROBERTS@email.com,PATIENT SISTER,2005-07-06T08:25:56.000Z,2005-07-14T11:10:56.000Z,1,returned
3688,RUSSELL.BRINSON@email.com,DOUBLE WRATH,2005-07-06T08:41:53.000Z,2005-07-14T09:30:53.000Z,2,borrowed
3701,BRENDA.WRIGHT@email.com,SLEEPLESS MONSOON,2005-07-06T09:12:45.000Z,2005-07-09T07:52:45.000Z,1,delayed
3710,ALLISON.STANLEY@email.com,MERMAID INSECTS,2005-07-06T09:28:53.000Z,2005-07-15T05:17:53.000Z,2,returned
3727,EVELYN.MORGAN@email.com,OCTOBER SUBMARINE,2005-07-06T10:16:43.000Z,2005-07-07T14:39:43.000Z,1,returned
3743,RONNIE.RICKETTS@email.com,DETAILS PACKER,2005-07-06T11:03:54.000Z,2005-07-13T09:56:54.000Z,2,borrowed
3771,GLORIA.COOK@email.com,FANTASIA PARK,2005-07-06T12:19:34.000Z,2005-07-10T09:27:34.000Z,2,borrowed
3777,ALLAN.CORNISH@email.com,LUKE MUMMY,2005-07-06T12:36:48.000Z,2005-07-11T13:26:48.000Z,1,lost
3813,LORETTA.CARPENTER@email.com,TITANIC BOONDOCK,2005-07-06T14:23:34.000Z,2005-07-08T18:03:34.000Z,1,lost
3821,JUSTIN.NGO@email.com,WARDROBE PHANTOM,2005-07-06T14:36:20.000Z,2005-07-11T19:04:20.000Z,1,delayed
3838,JAIME.NETTLES@email.com,ROUGE SQUAD,2005-07-06T15:29:43.000Z,2005-07-11T19:50:43.000Z,1,lost
3841,GORDON.ALLARD@email.com,TYCOON GATHERING,2005-07-06T15:34:00.000Z,2005-07-08T14:12:00.000Z,2,delayed
3853,CLINTON.BUFORD@email.com,FEUD FROGMEN,2005-07-06T15:59:20.000Z,2005-07-07T11:30:20.000Z,2,lost
3854,LYDIA.BURKE@email.com,HYSTERICAL GRAIL,2005-07-06T16:02:33.000Z,2005-07-12T16:32:33.000Z,2,borrowed
3862,ANA.BRADLEY@email.com,BUCKET BROTHERHOOD,2005-07-06T16:35:22.000Z,2005-07-15T16:13:22.000Z,1,lost
3866,RODNEY.MOELLER@email.com,ATLANTIS CAUSE,2005-07-06T16:47:20.000Z,2005-07-15T17:12:20.000Z,1,borrowed
3867,ROSS.GREY@email.com,SHOOTIST SUPERFLY,2005-07-06T16:52:19.000Z,2005-07-13T20:48:19.000Z,1,lost
3897,OLGA.JIMENEZ@email.com,ADAPTATION HOLES,2005-07-06T18:11:43.000Z,2005-07-11T20:50:43.000Z,2,delayed
3918,RICKY.SHELBY@email.com,DOUBTFIRE LABYRINTH,2005-07-06T19:26:15.000Z,2005-07-15T19:32:15.000Z,1,lost
3924,GRACE.ELLIS@email.com,ARTIST COLDBLOODED,2005-07-06T19:38:02.000Z,2005-07-11T22:35:02.000Z,2,borrowed
3928,NORMAN.CURRIER@email.com,HOMICIDE PEACH,2005-07-06T19:52:09.000Z,2005-07-08T17:51:09.000Z,1,delayed
3941,JORDAN.ARCHULETA@email.com,BOILED DARES,2005-07-06T20:20:37.000Z,2005-07-09T00:35:37.000Z,2,borrowed
3950,WADE.DELVALLE@email.com,TRADING PINOCCHIO,2005-07-06T20:48:44.000Z,2005-07-14T01:25:44.000Z,1,delayed
